time,precipitation_sum,temperature_2m_max,temperature_2m_min,windspeed_10m_max
2024-11-16,0.0,22.8,14.4,16.3
2024-11-17,0.0,24.2,12.8,13.7
2024-11-18,0.2,30.8,15.2,30.2
2024-11-19,0.2,27.9,19.9,20.8
2024-11-20,0.0,30.5,18.0,13.9
2024-11-21,0.0,30.9,18.7,13.9
2024-11-22,0.0,31.1,18.7,9.8
2024-11-23,0.0,32.6,18.4,25.6
2024-11-24,0.0,31.0,25.8,29.7
2024-11-25,0.0,30.9,23.6,32.9
2024-11-26,0.0,31.6,21.8,25.5
2024-11-27,0.0,32.1,22.2,22.2
2024-11-28,0.0,31.6,20.4,22.2
2024-11-29,0.0,31.2,17.0,20.3
2024-11-30,0.0,30.4,17.2,19.1
2024-12-01,0.0,27.9,16.9,18.5
2024-12-02,0.0,27.8,15.3,13.5
2024-12-03,0.0,26.6,15.0,14.5
2024-12-04,0.0,26.3,13.8,16.1
2024-12-05,0.0,25.2,13.3,12.0
2024-12-06,0.0,24.0,13.2,14.4
2024-12-07,0.0,25.4,14.8,15.0
2024-12-08,0.0,21.9,12.2,12.9
2024-12-09,0.0,21.5,13.3,16.9
2024-12-10,0.0,19.1,11.8,18.1
2024-12-11,0.0,18.6,10.2,16.0
2024-12-12,0.0,19.0,9.9,15.1
2024-12-13,0.0,20.1,8.5,14.2
2024-12-14,0.0,24.9,10.6,11.5
2024-12-15,0.0,26.4,11.8,12.6
2024-12-16,0.0,28.1,16.0,23.4
2024-12-17,0.0,26.7,12.6,17.4
2024-12-18,0.0,22.0,10.7,14.5
2024-12-19,0.0,21.0,11.2,13.9
2024-12-20,0.0,21.3,10.9,13.5
2024-12-21,0.1,18.1,12.1,21.3
2024-12-22,0.2,20.8,10.9,19.6
2024-12-23,0.0,24.5,13.4,15.6
2024-12-24,0.0,26.3,10.3,23.4
2024-12-25,0.0,26.0,17.8,32.4
2024-12-26,0.2,24.6,17.0,31.2
2024-12-27,0.0,25.6,14.2,24.3
2024-12-28,4.4,22.6,11.3,16.0
2024-12-29,8.3,20.4,8.7,18.8
2024-12-30,0.0,19.1,9.7,13.3
2024-12-31,0.1,18.9,8.7,16.7
2025-01-01,0.4,18.4,9.0,13.3
2025-01-02,0.0,21.8,8.6,17.1
2025-01-03,0.0,22.1,8.1,16.3
2025-01-04,0.0,21.5,8.8,14.5
2025-01-05,0.0,22.3,6.8,17.6
2025-01-06,0.0,20.3,10.1,14.8
2025-01-07,0.0,21.9,9.9,12.7
2025-01-08,0.0,24.5,11.3,18.2
2025-01-09,0.0,24.8,12.2,11.9
2025-01-10,0.0,24.8,11.8,14.3
2025-01-11,0.0,25.9,13.4,14.3
2025-01-12,0.0,21.6,10.9,12.1
2025-01-13,0.0,21.1,10.3,15.7
2025-01-14,0.0,21.7,8.4,17.1
2025-01-15,0.0,20.4,11.1,19.6
2025-01-16,0.0,18.1,8.6,20.5
2025-01-17,0.1,16.9,8.7,19.9
2025-01-18,0.1,17.9,11.0,16.7
2025-01-19,0.0,19.1,8.5,13.5
2025-01-20,0.0,25.7,9.9,25.5
2025-01-21,0.0,25.6,16.1,28.3
2025-01-22,0.0,25.5,13.9,25.0
2025-01-23,0.0,22.4,10.3,19.2
2025-01-24,0.0,23.5,10.0,21.3
2025-01-25,0.0,20.6,11.6,17.9
2025-01-26,0.0,20.8,9.5,12.0
2025-01-27,0.0,25.0,11.4,14.5
2025-01-28,0.0,20.6,12.3,16.8
2025-01-29,0.0,22.5,11.3,15.5
2025-01-30,0.0,18.1,12.1,36.3
2025-01-31,0.0,17.4,9.2,27.5
2025-02-01,0.0,19.3,8.0,18.1
2025-02-02,0.0,19.1,9.1,17.3
2025-02-03,0.0,19.8,9.3,19.1
2025-02-04,0.0,17.3,10.3,15.7
2025-02-05,0.0,22.8,9.1,15.6
2025-02-06,0.0,24.3,10.4,20.2
2025-02-07,0.0,21.3,9.0,17.1
2025-02-08,0.0,20.0,6.9,15.0
2025-02-09,0.0,23.7,8.3,16.5
2025-02-10,0.0,25.5,8.8,16.3
2025-02-11,0.0,25.2,9.6,20.8
2025-02-12,0.0,25.1,12.1,18.2
2025-02-13,0.0,24.0,11.1,14.2
2025-02-14,0.0,28.0,9.8,17.7
2025-02-15,0.0,28.3,14.6,25.9
2025-02-16,0.1,17.6,9.5,33.2
2025-02-17,0.0,20.3,8.7,15.9
2025-02-18,6.0,19.4,10.8,27.8
2025-02-19,1.3,18.0,11.4,18.8
2025-02-20,0.0,22.0,10.6,16.7
2025-02-21,0.0,24.3,11.9,15.1
2025-02-22,0.0,23.9,12.3,16.4
2025-02-23,0.0,20.4,11.9,16.1
2025-02-24,0.0,23.0,10.7,19.8
2025-02-25,0.0,23.0,10.7,16.5
2025-02-26,0.0,21.8,11.2,16.8
2025-02-27,0.0,19.8,11.1,16.9
2025-02-28,5.7,18.0,11.0,23.4
2025-03-01,2.7,17.7,10.6,16.5
2025-03-02,0.0,19.9,9.0,18.9
2025-03-03,2.3,24.4,10.7,18.4
2025-03-04,2.1,19.5,10.4,16.2
2025-03-05,0.3,18.3,10.9,16.0
2025-03-06,8.0,17.8,10.3,22.1
2025-03-07,0.2,19.8,11.5,17.7
2025-03-08,8.1,19.3,11.3,30.2
2025-03-09,2.3,17.7,11.3,19.3
2025-03-10,2.9,18.2,12.9,20.8
2025-03-11,0.9,20.3,12.8,17.6
2025-03-12,1.2,20.2,13.7,16.3
2025-03-13,1.5,19.6,14.3,23.3
2025-03-14,11.8,16.8,12.1,22.2
2025-03-15,1.3,18.8,10.8,15.5
2025-03-16,0.0,19.6,10.3,14.4
2025-03-17,0.5,20.3,10.4,22.0
2025-03-18,1.6,20.7,13.0,14.5
2025-03-19,0.0,21.7,11.7,17.7
2025-03-20,0.0,24.6,9.6,25.4
2025-03-21,0.2,18.7,12.2,19.0
2025-03-22,0.7,18.8,13.1,29.1
2025-03-23,0.0,18.2,12.6,34.2
2025-03-24,0.0,18.4,12.5,29.0
2025-03-25,0.0,19.0,10.7,21.5
2025-03-26,0.0,21.9,9.4,16.1
2025-03-27,0.0,27.3,13.7,18.1
2025-03-28,0.0,32.6,17.7,31.4
2025-03-29,0.0,34.2,20.8,20.2
2025-03-30,0.0,27.9,17.6,17.2
2025-03-31,0.0,23.8,13.2,19.4
2025-04-01,1.2,21.4,13.8,18.9
2025-04-02,0.3,21.5,13.3,22.8
2025-04-03,0.0,25.8,10.4,31.4
2025-04-04,0.5,22.9,15.4,16.7
2025-04-05,0.5,21.8,12.3,17.7
2025-04-06,0.8,21.4,12.1,19.6
2025-04-07,0.0,24.5,12.0,18.9
2025-04-08,0.0,26.6,14.0,18.5
2025-04-09,0.3,29.4,16.3,36.1
2025-04-10,0.0,29.7,14.9,18.1
2025-04-11,0.0,27.2,15.5,22.8
2025-04-12,0.3,23.4,14.7,20.6
2025-04-13,3.1,21.0,13.8,21.2
2025-04-14,3.0,20.9,14.3,18.8
2025-04-15,3.3,20.0,13.2,27.8
2025-04-16,0.0,20.1,13.6,25.7
2025-04-17,0.0,26.1,12.9,14.5
2025-04-18,0.0,27.1,15.5,18.8
2025-04-19,0.0,21.1,14.5,22.8
2025-04-20,0.0,20.6,13.5,27.9
2025-04-21,0.0,24.8,10.7,21.1
2025-04-22,0.0,26.1,13.1,15.3
2025-04-23,0.0,28.1,14.6,18.2
2025-04-24,0.0,23.5,14.2,21.6
2025-04-25,0.0,23.5,14.6,16.0
2025-04-26,0.0,24.7,13.1,16.8
2025-04-27,0.0,27.1,13.9,16.8
2025-04-28,0.0,24.7,15.4,17.4
2025-04-29,0.3,21.3,15.0,16.3
2025-04-30,2.5,21.5,13.4,18.2
2025-05-01,0.0,22.6,9.0,23.6
2025-05-02,0.0,23.2,12.6,18.9
2025-05-03,0.0,22.2,12.7,16.6
2025-05-04,0.7,21.6,13.2,19.5
2025-05-05,0.2,21.6,13.4,18.0
2025-05-06,1.8,24.9,14.2,21.7
2025-05-07,0.0,23.1,12.8,19.1
2025-05-08,0.0,23.7,12.7,18.2
2025-05-09,0.2,22.5,13.1,15.3
2025-05-10,0.0,25.2,13.6,18.4
2025-05-11,0.1,24.1,15.5,21.0
2025-05-12,0.0,23.7,13.4,20.1
2025-05-13,0.0,21.8,14.8,27.5
2025-05-14,0.0,21.8,14.6,26.4
2025-05-15,0.0,26.1,13.3,18.0
2025-05-16,0.0,27.4,13.6,15.9
2025-05-17,0.0,23.5,14.3,20.6
2025-05-18,0.0,22.8,14.9,19.5
2025-05-19,0.0,25.6,14.2,24.1
2025-05-20,0.0,24.1,14.8,18.4
2025-05-21,0.0,25.2,14.9,25.1
2025-05-22,0.4,22.2,16.2,21.9
2025-05-23,0.4,22.4,16.3,19.7
2025-05-24,0.2,24.4,16.0,19.1
2025-05-25,0.0,27.4,15.1,15.9
2025-05-26,0.0,28.9,16.4,15.9
2025-05-27,0.0,26.4,16.1,19.5
2025-05-28,0.0,27.9,16.8,20.4
2025-05-29,0.0,26.0,16.5,16.6
2025-05-30,0.0,25.4,16.3,16.2
2025-05-31,0.0,27.0,15.2,13.4
2025-06-01,0.0,25.8,13.8,17.7
2025-06-02,0.0,24.3,14.0,16.1
2025-06-03,0.0,23.6,16.9,21.2
2025-06-04,0.0,22.5,15.3,20.9
2025-06-05,0.0,26.1,15.9,20.6
2025-06-06,0.0,26.8,17.2,22.3
2025-06-07,0.0,28.0,17.5,18.3
2025-06-08,0.0,26.4,16.8,17.7
2025-06-09,0.0,25.7,16.2,16.2
2025-06-10,0.0,23.3,16.1,16.0
2025-06-11,0.0,24.6,15.6,18.5
2025-06-12,0.0,24.7,17.2,20.0
2025-06-13,0.0,25.3,17.7,20.5
2025-06-14,0.0,26.3,17.9,20.3
2025-06-15,0.0,29.6,17.5,18.7
2025-06-16,0.0,27.8,17.0,20.4
2025-06-17,0.0,31.5,17.2,19.6
2025-06-18,0.0,31.8,18.7,18.7
2025-06-19,0.0,30.1,19.3,18.5
2025-06-20,0.0,26.6,18.9,18.4
2025-06-21,0.0,26.8,18.1,17.9
2025-06-22,0.0,27.3,18.2,19.2
2025-06-23,0.0,25.6,16.9,18.2
2025-06-24,0.0,25.5,16.8,18.6
2025-06-25,0.0,29.6,15.8,14.6
2025-06-26,0.0,32.5,17.6,16.1
2025-06-27,0.0,35.8,19.7,13.7
2025-06-28,0.0,43.8,25.2,17.7
2025-06-29,0.0,40.5,25.1,17.0
2025-06-30,0.0,30.9,19.8,17.9
2025-07-01,0.0,27.9,18.6,17.6
2025-07-02,0.0,27.3,18.7,15.4
2025-07-03,0.0,30.7,17.3,16.7
2025-07-04,0.0,34.5,20.6,16.4
2025-07-05,0.0,29.7,17.2,19.3
2025-07-06,0.0,28.5,18.3,20.7
2025-07-07,0.0,27.6,19.2,17.7
2025-07-08,0.0,27.2,19.0,16.4
2025-07-09,0.0,27.6,18.1,17.4
2025-07-10,0.0,29.5,17.7,17.8
2025-07-11,0.0,27.8,17.3,21.0
2025-07-12,0.0,25.1,16.6,19.0
2025-07-13,0.0,24.9,17.4,22.7
2025-07-14,0.0,31.6,16.0,16.7
2025-07-15,0.0,37.4,22.0,11.8
2025-07-16,0.0,38.9,25.7,14.6
2025-07-17,0.0,39.3,26.0,18.3
2025-07-18,0.0,32.3,21.4,22.4
2025-07-19,0.0,29.5,18.5,23.2
2025-07-20,0.0,26.8,18.8,21.9
2025-07-21,0.0,28.1,18.8,21.9
2025-07-22,0.0,26.7,17.1,19.8
2025-07-23,0.0,28.4,17.4,23.6
2025-07-24,0.0,31.0,19.0,21.5
2025-07-25,0.0,29.2,18.4,21.5
2025-07-26,0.0,28.6,18.7,13.3
2025-07-27,0.0,28.9,16.5,14.3
2025-07-28,0.0,29.9,17.0,13.1
2025-07-29,0.0,28.4,17.9,18.7
2025-07-30,0.0,26.8,18.1,18.6
2025-07-31,0.0,26.1,16.7,14.2
2025-08-01,0.0,27.6,17.4,15.0
2025-08-02,0.0,27.3,19.0,16.5
2025-08-03,0.0,26.8,17.7,16.5
2025-08-04,0.0,28.0,19.3,18.2
2025-08-05,0.0,34.3,19.3,14.6
2025-08-06,0.0,33.9,20.4,12.7
2025-08-07,0.0,35.6,22.5,14.7
2025-08-08,0.0,39.0,23.2,14.1
2025-08-09,0.0,45.4,28.6,16.2
2025-08-10,0.0,45.2,31.4,23.9
2025-08-11,0.0,42.9,30.4,16.7
2025-08-12,0.0,36.7,23.0,14.1
2025-08-13,0.0,33.7,21.0,13.8
2025-08-14,0.0,31.6,19.4,16.3
2025-08-15,0.0,34.3,20.6,14.0
2025-08-16,0.0,36.9,21.7,15.3
2025-08-17,0.0,37.6,23.2,13.4
2025-08-18,0.0,37.9,23.5,13.6
2025-08-19,0.0,36.1,21.9,17.9
2025-08-20,0.0,32.5,19.0,15.0
2025-08-21,0.0,34.8,20.0,13.0
2025-08-22,0.0,32.5,21.5,18.8
2025-08-23,0.0,28.7,19.1,22.2
2025-08-24,0.0,27.4,19.1,22.2
2025-08-25,0.0,26.2,18.3,19.9
2025-08-26,0.0,26.5,18.8,19.8
2025-08-27,,,,
2025-08-28,,,,
